id,created_at,text
1330064316666621958,2020-11-21 08:23:39,4/4 I took note of the President’s decision to send Special Envoys to meet our authorities. I also thanked the Pres… https://t.co/Ki2ErWHipm
1330064192636850178,2020-11-21 08:23:09,3/4 The federal government is engaged in a law and order enforcement operation and the perpetrators of these atroci… https://t.co/7xZ9CB3o8k
1330064156477841416,2020-11-21 08:23:00,2/4 It has given me a good opportunity to brief the President on the genesis and objectives of the current operatio… https://t.co/VhgQYZ2Mn6
1330063957634260995,2020-11-21 08:22:13,1/4 I thank my brother President @cyrilramaphosa @AUChair2020 for his warm reception following our phone conversati… https://t.co/hoCDhTdRw9
1323591478438993921,2020-11-03 11:42:54,3/3 ለሀገርና ለህዝብ ጥቅም ሲባል ልናሰምረው እና ልናከብረው የሚገባን ቀይ መስመር ተጥሷል፡ አገራችንን ካንዣበበባት ክፉ አዳጋ ለማዳን ሁላችንም ሚና አለን፡የሚመለከታቸው ሁሉ የበኩ… https://t.co/mQgTRFSlJu
1323591475456843776,2020-11-03 11:42:53,2/3 ዘርና ሀይማኖት ለፖለቲካ ጥቅም እንዲውሉ ሲደረግ፤ ንጹሀን ዜጎቻችን በአሰቃቂ ሁኔታ ሲገደሉ፣ ሲፈናቀሉና ሲንከራተቱ ስናይ ስሜትን ለመግለጽ ቃላት ያጥራል: ለቅሶ፣ድንጋጤና ሥጋት… https://t.co/ynOXhZ3Ckv
1323591471996588032,2020-11-03 11:42:52,1/3 የሰማሁት አሰቃቂ ግድያ ልቤን በእጅጉ ሰብሮታል::ንጹሀን ዜጎች በሌሎች እብደት ውድ ሕይወታቸውን የሚከፍሉበት ንብረታቸው የሚወድምበት መሄጃ  አጥተው  የሚንከራተቱበት ምንም ምክ… https://t.co/WJ6Rv7wlE5
1320329608630358017,2020-10-25 11:41:23,"The #UNDay marks the 75th anniversary of the entry into force of the @UN Charter. Ethiopia, proud founding member,… https://t.co/u6JU7hmpoG"
1315331624352002052,2020-10-11 16:41:11,Girls are promising agents of substantive change of the future. But this would require the provision of opportuniti… https://t.co/xaEBCOmgvL
1315064368128761857,2020-10-10 22:59:12,Congratulations to the brave women and men of @WFP under the leadership of David Beasley @WFPChief for winning the… https://t.co/BGYddlAN7r
1314646724196159489,2020-10-09 19:19:38,አትሌቶቻችን ድርብ ደስታ አጎናጽፋችሁናል!!  #ሹራ ቂጣታ የለንደን የወዶች ማራቶንን እንዲሁም #ለተሰንበት ግደይ የሴቶች 5000 ሜትር ሬከርድ በመስበር አሸናፊ በመሆናችሁ አገራችንን… https://t.co/rXF3vq991h
1314340325830414342,2020-10-08 23:02:07,"Pleasure meeting @JosepBorrellF EU High Representative for Foreign Affairs and Security Policy, Vice-President of t… https://t.co/tZrNKPlWBi"
1314338817680257024,2020-10-08 22:56:08,የአውሮፓ ህብረት የውጭ ጉዳይና የደህንነት ፖሊሲ ከፍተኛ ተወካይና የኮሚሽኑ ም/ፕሬዚደንት ጆዜፕ ቦሬል ጋር ፍሬአማ ውይይት አድርገናል:: የአውሮፓ ህብረት የአግራችን ስትራተጂክ አጋር… https://t.co/jyvVtKV2ZW
1314316051073708035,2020-10-08 21:25:40,Our athletes #ShuraKitata who won the 2020 men’s London Marathon and #LetesenbetGiday who set a new women’s 5000m w… https://t.co/Qe9xdmg8u8
1311291963086430208,2020-09-30 13:09:01,በሀገራችን የፓለቲካ ምህዳር አንጋፋ ቦታ የነበራቸው:ሃሳባቸውን ካለ ምንም ይሉኝታና ፍርሃት በመግለጽ የምናውቃቸው ፕሮፌሰር መስፍን ወልደማርያም ከዚህ ዓለም በሞት ስለተለዩን በጣም አ… https://t.co/u2VsAkrYlF
1310208141653663745,2020-09-27 13:22:18,በዓሉን ለምታከብሩ ሁሉ እንኳን ለብርሃነ መስቀሉ አደረሳችሁ! የተጎዱ: የተፈናቀሉ: አቅም የሌላቸውን በመደገፍ : መደማመጥ: መተሳሰብ: መረዳዳትና ሠላማዊ  አብሮነታችንን የምናጠናክር… https://t.co/NiDFE4CU5N
1308889941456322560,2020-09-23 22:04:14,Je me réjouis de l’entretien téléphonique avec mon frère le Président Tshisekedi. Nos échanges ont porté sur nos re… https://t.co/HfUjHw0qgN
